ORG_ID,external_department_name,external_department_id,org_code
49296574,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.迁安首钢迁钢宾馆有限公司.迁安宾馆公司.保卫部,20491535,20491535
49296609,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.迁安首钢迁钢宾馆有限公司.迁安宾馆公司.保卫部,20491535,20491535
49296604,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.迁安首钢迁钢宾馆有限公司.迁安宾馆公司.物业部,20491536,20491536
49296626,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.迁安首钢迁钢宾馆有限公司.迁安宾馆公司.物业部,20491536,20491536
49847924,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.领导班子,20491633,20491633
51700835,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.迁安首钢冶金科技有限公司.会议中心.接待服务部.会展部,20491659,20491659
52695026,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢新能源汽车材料科技有限公司.部领导,20491670,20491670
52869365,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.株洲首鹏汇隆钢材加工配送有限公司.品质管理部,20491844,20491844
57530579,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.设备部.运行管理室,20491855,20491855
57536126,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.热轧作业部.设备管理室.外围班,20491861,20491861
57529932,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.办公室(党委办公室).行政室.司机班,20491873,20491873
57529931,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.办公室(党委办公室).行政室.司机班,20491873,20491873
57528843,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.保卫武装部.保卫室.治安巡查班,20491874,20491874
171591100,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.安全部.气体防护站.煤气检测丁班(撤销),20491880,20491880
57563268,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.汽运作业区.工程机械白班,20491892,20491892
57562958,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.汽运作业区.工程机械甲班,20491893,20491893
57563075,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.汽运作业区.工程机械乙班,20491894,20491894
57563285,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.汽运作业区.工程机械丙班,20491895,20491895
57562803,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.汽运作业区.工程机械丁班,20491896,20491896
57558478,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.能源部.发电作业区,20492132,20492132
57558481,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.能源部.供水作业区,20492138,20492138
57566159,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.能源部.发电作业区.发电点检,20492139,20492139
57566430,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.能源部.供水作业区.供水点检班,20492140,20492140
56284446,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.精整作业区.设备点检班,20492141,20492141
57673278,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.产品研发部.中试班组,20492142,20492142
57546624,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.外派高管,20492203,20492203
57873091,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.资源开发事业部.部领导,20492212,20492212
71655554,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.资源开发事业部.电子商务中心.采购部.招标组,20492285,20492285
58547207,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.劳务派遣.迁安会议中心,20492296,20492296
58547183,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.劳务派遣.党群劳务派遣,20492297,20492297
58547201,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.劳务派遣.环保部劳务派遣,20492299,20492299
67146621,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.纪委.综合审理室,20492735,20492735
67147473,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.纪委.监督审查室,20492736,20492736
68454667,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.计财部.新能源财务派驻站,20492778,20492778
68490691,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.物流项目部,20492781,20492781
68490674,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.物流项目部.物流甲班,20492782,20492782
68490919,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.物流项目部.物流乙班,20492783,20492783
68490798,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.物流项目部.物流丙班,20492784,20492784
68490835,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.物流项目部.物流丁班,20492785,20492785
68491214,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.物流项目部.职能组,20492786,20492786
68491096,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.物流项目部.物流白班,20492787,20492787
68695641,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.人力资源部(党委组织部).人才开发室,20492789,20492789
73426003,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.物流项目部.点检班,20492973,20492973
73426318,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.物流项目部.金属结构加工班,20492974,20492974
79703342,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.迁安首钢迁钢宾馆有限公司.迁安宾馆公司.餐饮部,20493140,20493140
80017371,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.热轧作业部.一热轧轧钢作业区.生产准备班,20493145,20493145
80021927,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.热轧作业部.二热轧轧钢作业区.生产准备班,20493146,20493146
80044210,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.热轧作业部.酸洗板材作业区.点检班,20493147,20493147
80044371,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.热轧作业部.酸洗板材作业区.维护班,20493156,20493156
80044244,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.热轧作业部.酸洗板材作业区.酸再生班,20493157,20493157
85671011,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.安全环保部,20493256,20493256
85671017,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.除尘布袋项目组,20493257,20493257
85671015,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.废钢供应作业区,20493258,20493258
85671007,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.经营财务部,20493259,20493259
85670952,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.物资作业区,20493260,20493260
85671009,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.原材料作业区,20493261,20493261
85671005,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.运营管理部,20493262,20493262
85671013,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.资源循环作业区,20493263,20493263
85671051,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.安全环保部.护卫甲班,20493264,20493264
85671063,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.安全环保部.护卫乙班,20493266,20493266
85671113,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.安全环保部.护卫丙班,20493267,20493267
85671031,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.安全环保部.护卫丁班,20493268,20493268
85671070,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.安全环保部.护卫白班,20493269,20493269
85671055,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.除尘布袋项目组.布袋加工班,20493270,20493270
85671102,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.废钢供应作业区.点检班,20493271,20493271
85671061,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.废钢供应作业区.质检班,20493272,20493272
85671059,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.废钢供应作业区.料场甲班,20493273,20493273
85671035,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.废钢供应作业区.料场乙班,20493274,20493274
85671108,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.废钢供应作业区.料场丙班,20493275,20493275
85671115,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.废钢供应作业区.料场丁班,20493276,20493276
85671104,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.废钢供应作业区.倾翻加工班,20493277,20493277
85671076,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.废钢供应作业区.变配电班,20493278,20493278
85671053,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.物资作业区.粗破班,20493279,20493279
85671117,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.物资作业区.南料场班,20493280,20493280
85671074,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.物资作业区.煤场班,20493281,20493281
85671039,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.物资作业区.中控室班,20493282,20493282
85671068,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.原材料作业区.料场班,20493283,20493283
85671119,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.原材料作业区.合金库班,20493284,20493284
85671049,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.原材料作业区.原材料作业区(操作),20493285,20493285
85671100,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.原材料作业区.固废发运班,20493286,20493286
85671033,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.原材料作业区.水渣发运班,20493287,20493287
85671072,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.运营管理部.生产调度班,20493288,20493288
85671066,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.资源循环作业区.钢渣深加工班,20493289,20493289
85671037,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.资源循环作业区.钢渣后勤班,20493290,20493290
85671046,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.资源循环作业区.产品发运班,20493291,20493291
85671106,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.资源循环作业区.钢渣生产甲班,20493292,20493292
85671111,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.资源循环作业区.钢渣生产乙班,20493293,20493293
85671057,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.资源循环作业区.钢渣生产丙班,20493294,20493294
85671088,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.资源循环作业区.钢渣生产丁班,20493295,20493295
85671078,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.资源循环作业区.白班,20493296,20493296
85671081,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.原材料作业区.白班,20493297,20493297
86246192,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.环境保护部.环保技术市场开发室,20493307,20493307
86613185,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.综合管理部,20493340,20493340
87129158,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.脱硫渣处理项目部,20493364,20493364
87129426,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.脱硫渣处理项目部.脱硫渣加工甲班,20493365,20493365
87129441,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.脱硫渣处理项目部.脱硫渣加工乙班,20493366,20493366
87129510,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.脱硫渣处理项目部.脱硫渣加工丙班,20493367,20493367
87129490,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.脱硫渣处理项目部.脱硫渣加工丁班,20493368,20493368
87129238,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.脱硫渣处理项目部.钢渣加工甲班,20493369,20493369
87129502,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.脱硫渣处理项目部.钢渣加工乙班,20493370,20493370
87129506,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.脱硫渣处理项目部.钢渣加工丙班,20493371,20493371
87129508,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.脱硫渣处理项目部.钢渣加工丁班,20493372,20493372
88877948,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.除尘作业区,20493431,20493431
88878025,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.除尘作业区.除尘布袋加工班,20493432,20493432
88877995,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.除尘作业区.除尘净化甲班,20493433,20493433
88878076,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.除尘作业区.除尘净化乙班,20493434,20493434
88878084,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.除尘作业区.除尘净化丙班,20493435,20493435
88878002,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.除尘作业区.除尘净化丁班,20493436,20493436
88883962,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.除尘作业区.布袋加工项目组,20493439,20493439
88883746,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.设备管理部,20493440,20493440
88912944,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.供应服务项目组.设备管理部.点检班,20493441,20493441
90711012,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.一般管理,20493541,20493541
92439788,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.资源开发事业部.电子商务中心.储运项目组.资源发运白班,20493677,20493677
92442453,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.资源开发事业部.电子商务中心.储运项目组.资源发运甲班,20493678,20493678
92433914,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.资源开发事业部.电子商务中心.储运项目组.资源发运乙班,20493679,20493679
92440635,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.资源开发事业部.电子商务中心.储运项目组.资源发运丙班,20493680,20493680
92445112,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.资源开发事业部.电子商务中心.储运项目组.资源发运丁班,20493681,20493681
109608570,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.迁安首钢冶金科技有限公司.技术商务中心,20494965,20494965
166888909,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.资源开发事业部.电子商务中心.技术部,20494979,20494979
166890406,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.资源开发事业部.电子商务中心.销售部,20494980,20494980
115086058,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.绿化服务组.绿色种植二班,20494981,20494981
123386956,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.职能组,20494988,20494988
123386140,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.汽运作业区.职能组,20494989,20494989
129186284,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.炼铁作业部.烧结作业区.三烧结甲班,20495070,20495070
129186203,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.炼铁作业部.烧结作业区.三烧结乙班,20495071,20495071
129185966,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.炼铁作业部.烧结作业区.三烧结丙班,20495072,20495072
129185973,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.炼铁作业部.烧结作业区.三烧结丁班,20495073,20495073
130419139,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.创业中心.酸轧入口服务班,20495130,20495130
130418403,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.创业中心.连退入口服务班,20495131,20495131
130418341,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.创业中心.备件材料服务班,20495132,20495132
130418464,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.创业中心.轧后库服务班,20495133,20495133
130419100,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.创业中心.锌锅辊装配服务班,20495134,20495134
130419044,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.创业中心.废钢服务班,20495135,20495135
153651212,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.安全部.消防室,20495488,20495488
153859041,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.保卫武装部.综合管理室,20495489,20495489
153859805,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.保卫武装部.综合管理室.保卫监控班,20495491,20495491
154305185,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.办公室(党委办公室).联络接待室,20495492,20495492
154305190,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.办公室(党委办公室).联络接待室,20495492,20495492
154305206,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.办公室(党委办公室).联络接待室,20495492,20495492
154305208,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.办公室(党委办公室).联络接待室,20495492,20495492
184856499,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.办公室(党委办公室).联络接待室,20495492,20495492
171298311,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.天津首钢钢铁贸易有限公司.热轧部,20495964,20495964
173851745,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.安全部.气体防护站.气体防护班,20496025,20496025
178204934,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.迁安首钢冶金科技有限公司.会议中心.接待服务部.健身中心,20496111,20496111
409126590,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.质量技术部.检验甲班,20496147,20496147
179492635,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.质量技术部.检验甲班,20496147,20496147
179492528,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.质量技术部.检验乙班,20496148,20496148
390019983,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.质量技术部.检验乙班,20496148,20496148
179492835,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.质量技术部.检验丙班,20496149,20496149
179492781,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.质量技术部.检验丁班,20496150,20496150
179492604,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.质量技术部.检验白班,20496151,20496151
191430584,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.新能源作业区,20496332,20496332
202484670,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.酸轧维护班,20496448,20496448
202484826,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.处理线维护班,20496449,20496449
202484626,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.重卷维护班,20496450,20496450
202484622,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.电机维护班,20496451,20496451
202485415,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.炉修维护班,20496452,20496452
202484783,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.能介维护班,20496453,20496453
202485032,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.液压修理班,20496454,20496454
202484855,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.检修一班,20496455,20496455
202484912,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.检修二班,20496456,20496456
202484863,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.设备部.巡检维护班,20496457,20496457
304131492,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.佛山首钢汽车部件有限公司.生产技术部.生产制造班组,20600156,20600156
285091688,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.佛山首钢汽车部件有限公司.生产技术部.1650纵剪,20600167,20600167
203366768,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.营销中心.北京首钢金属有限责任公司.北京首钢顺普金属有限公司.经理办,20600453,20600453
203366993,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.营销中心.北京首钢金属有限责任公司.经理办,20600470,20600470
204477454,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.迁安首钢冶金科技有限公司.会议中心,20600620,20600620
205641208,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.职工创业开发中心.创业开发室.绿化服务组.绿色种植三班,20600820,20600820
205656919,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢冷轧薄板有限公司.安全保卫部.治安监控中控班,20600821,20600821
206525767,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.营销中心.营销管理部综合办公室.司机班,20600937,20600937
206544229,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.株洲首鹏汇隆钢材加工配送有限公司.生产技术部.复合线甲班,20600956,20600956
206542768,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.株洲首鹏汇隆钢材加工配送有限公司.生产技术部.复合线乙班,20600957,20600957
206544310,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.营销中心.营销管理部物流管理室.驻站班组,20600963,20600963
206541743,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.株洲首鹏汇隆钢材加工配送有限公司.生产技术部.落料线乙班,20600964,20600964
206543777,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.北京首钢钢贸投资管理有限公司.株洲首鹏汇隆钢材加工配送有限公司.生产技术部.落料线甲班,20600965,20600965
209204637,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.新能源作业区.设备点检班,20601456,20601456
209204746,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.新能源作业区.连退甲班,20601474,20601474
209204696,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.新能源作业区.连轧甲班,20601475,20601475
209222722,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.新能源作业区.连退丁班,20601483,20601483
209222854,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.新能源作业区.连退丙班,20601484,20601484
209222810,首钢集团.钢铁板块管理平台（股份公司）.北京首钢股份有限公司.首钢智新电磁材料(迁安)股份有限公司.新能源作业区.连轧丙班,20601485,20601485
